TransactionID,DateTime,CustomerID,CustomerName,Age,Gender,Country,City,ProductID,ProductName,Category,Price,Quantity,TotalAmount,DiscountApplied,PaymentMethod,OrderStatus,DeliveryDate,ReviewRating,Feedback
TXN1492,2023-06-21 01:34:00,6227,Eric Duncan,30,Female,Israel,Johnsonbury,P5492,Kitchen Blender,Appliances,352.06,2,608.89,95.23,PayPal,Pending,2023-06-25 01:34:00,3.8,Suggest step hand.
TXN1493,2023-01-09 10:47:00,3215,Denise Smith,62,Female,Puerto Rico,Jacobmouth,P5493,Office Chair,Furniture,166.64,4,623.03,43.53,Bank Transfer,Pending,2023-01-15 10:47:00,4.1,Little season air out describe.
TXN1494,2023-05-14 16:21:00,4269,Jason Morgan,31,Female,Germany,North Donnaborough,P5494,Running Shoes,Clothing,353.61,2,671.6700000000001,35.55,Credit Card,Pending,2023-05-18 16:21:00,2.1,Stand produce fight car base.
TXN1495,2023-03-06 13:32:00,8899,Dylan Tyler,32,Female,Nauru,Thomasberg,P5495,Kitchen Blender,Appliances,293.74,5,1433.42,35.28,Bank Transfer,Completed,2023-03-13 13:32:00,3.3,Thus doctor end home war debate nature.
TXN1496,2023-01-07 10:37:00,4373,Amy Aguirre,31,Female,Moldova,Alberttown,P5496,Wireless Headphones,Electronics,257.24,3,752.98,18.74,Cash,Completed,2023-01-14 10:37:00,2.9,Fall industry use consider politics ten.
TXN1497,2023-04-01 03:46:00,8795,Christopher Martin,74,Male,Croatia,Juliaton,P5497,Smartphone Case,Accessories,308.64,10,2711.05,375.35,Bank Transfer,Completed,2023-04-02 03:46:00,3.3,Director and service goal bad well.
TXN1498,2023-01-25 08:29:00,4442,Joseph Juarez,36,Other,Saint Pierre and Miquelon,Amandaville,P5498,LED Desk Lamp,Home Decor,312.99,3,926.35,12.62,Bank Transfer,Cancelled,2023-01-30 08:29:00,1.7,Mention health total traditional condition assume floor.
TXN1499,2023-11-01 07:44:00,3294,Amanda Jones,69,Male,Moldova,Port Christinaberg,P5499,Laptop Stand,Office Supplies,102.45,6,527.37,87.33,Cash,Completed,2023-11-04 07:44:00,3.7,American you purpose beautiful deal.
TXN1500,2023-04-21 07:02:00,6130,Michael Rocha,53,Female,Marshall Islands,West David,P5500,Kitchen Blender,Appliances,94.61,1,80.0,14.61,Credit Card,Completed,2023-04-22 07:02:00,3.6,Law machine American might rise.
TXN1501,2023-05-07 22:59:00,4217,Garrett Jordan,59,Male,Germany,Kellyshire,P5501,Kitchen Blender,Appliances,93.01,3,258.61,20.42,Cash,Completed,2023-05-10 22:59:00,4.3,Prepare everybody third usually answer outside.
TXN1502,2023-08-13 02:21:00,9325,Gloria Beck,35,Male,Australia,Angelabury,P5502,Office Chair,Furniture,437.26,10,4021.79,350.81,Credit Card,Completed,2023-08-14 02:21:00,1.8,Read free white reach.
TXN1503,2023-08-06 13:02:00,7754,Sabrina Martinez,53,Female,Egypt,Port Jasminehaven,P5503,Electric Toothbrush,Personal Care,379.68,2,660.97,98.39,Cash,Completed,2023-08-09 13:02:00,5.0,Pick many stage sometimes.
TXN1504,2023-12-14 06:32:00,1543,Laura Bell,20,Female,Germany,New Alanton,P5504,Wireless Headphones,Electronics,92.74,5,432.0,31.7,Bank Transfer,Pending,2023-12-16 06:32:00,4.8,Ok film sign.
TXN1505,2023-02-06 06:40:00,5417,Ashley Lewis,64,Male,Samoa,Sueside,P5505,LED Desk Lamp,Home Decor,344.51,6,1658.01,409.05,Cash,Pending,2023-02-12 06:40:00,4.1,Southern between price over much father part.
TXN1506,2023-02-20 23:22:00,1876,Jordan Edwards,46,Male,Seychelles,Lewisview,P5506,Electric Toothbrush,Personal Care,19.79,10,175.24,22.66,Bank Transfer,Cancelled,2023-02-25 23:22:00,4.7,Start human land available.
TXN1507,2023-02-02 19:36:00,8036,Scott Castillo,55,Male,Andorra,New Kyle,P5507,LED Desk Lamp,Home Decor,352.55,3,861.44,196.21,Cash,Cancelled,2023-02-08 19:36:00,2.6,Save there month south important check.
TXN1508,2023-05-19 22:48:00,5140,Stephanie Pittman,57,Male,Turkey,North Tamara,P5508,Running Shoes,Clothing,91.77,4,312.9,54.18,Credit Card,Completed,2023-05-25 22:48:00,2.4,Ready article seem.
TXN1509,2023-11-30 13:31:00,5250,Whitney Strickland,38,Male,Aruba,East Raymondchester,P5509,Smartphone Case,Accessories,208.65,10,1805.13,281.37,Cash,Pending,2023-12-06 13:31:00,2.4,Religious something cause away who loss call.
TXN1510,2023-09-06 23:45:00,2566,Kelly Gregory,73,Male,Turks and Caicos Islands,Greenberg,P5510,Office Chair,Furniture,99.75,2,199.41,0.09,PayPal,Cancelled,2023-09-11 23:45:00,1.2,Firm choose them responsibility else become hope.
TXN1511,2023-12-23 18:35:00,2925,Lauren Anderson,33,Other,Ecuador,North Tammyport,P5511,Laptop Stand,Office Supplies,398.12,6,2138.63,250.09,Cash,Completed,2023-12-26 18:35:00,2.9,Some in buy heavy art record fight.
TXN1512,2023-03-23 21:11:00,6590,Anita Francis,60,Female,Angola,Port Margaret,P5512,LED Desk Lamp,Home Decor,160.9,1,152.47,8.43,Cash,Pending,2023-03-30 21:11:00,1.9,By account price occur knowledge position ever.
TXN1513,2023-01-16 21:53:00,7849,Jennifer Herrera,72,Male,Seychelles,Lopezchester,P5513,LED Desk Lamp,Home Decor,150.22,3,441.02,9.64,Bank Transfer,Cancelled,2023-01-23 21:53:00,2.6,Final already here trip street.
TXN1514,2023-07-09 13:56:00,1138,Melissa Mcdaniel,38,Female,Brunei Darussalam,North Jaredmouth,P5514,LED Desk Lamp,Home Decor,20.44,9,176.93,7.03,PayPal,Pending,2023-07-12 13:56:00,4.8,Think first trade need bill message.
TXN1515,2023-05-05 13:36:00,1177,Ana Cooper,55,Male,Congo,Youngfurt,P5515,Kitchen Blender,Appliances,191.3,6,1006.02,141.78,PayPal,Cancelled,2023-05-11 13:36:00,2.8,Remember spring effort door page.
TXN1516,2023-01-14 03:05:00,4531,Shawn Brown,41,Male,Taiwan,Sonyamouth,P5516,Smartphone Case,Accessories,95.28,5,444.14,32.26,Bank Transfer,Completed,2023-01-17 03:05:00,4.8,Here strong same executive sit fight wonder task.
TXN1517,2023-03-23 21:04:00,3075,Mackenzie Marquez,36,Male,United States of America,Parrishborough,P5517,Electric Toothbrush,Personal Care,358.44,3,940.13,135.19,Credit Card,Cancelled,2023-03-27 21:04:00,2.5,Article over member word black eight some buy.
TXN1518,2023-05-30 00:22:00,4938,Mary Kelly,57,Male,Djibouti,North Desireeburgh,P5518,Running Shoes,Clothing,288.06,3,806.64,57.54,PayPal,Cancelled,2023-06-01 00:22:00,4.0,Participant trouble over throw color their.
TXN1519,2023-05-11 12:12:00,2325,Paul Baker,62,Male,Saint Pierre and Miquelon,Shawnmouth,P5519,LED Desk Lamp,Home Decor,66.9,2,117.63,16.17,Cash,Pending,2023-05-18 12:12:00,2.0,Institution deep five approach scene movement.
TXN1520,2023-05-24 05:54:00,2815,Michael Robbins,39,Other,Anguilla,Onealchester,P5520,Office Chair,Furniture,411.96,3,1199.7700000000002,36.11,PayPal,Pending,2023-05-25 05:54:00,4.8,Account direction blue believe discussion Congress weight.
TXN1521,2023-01-21 00:45:00,3640,Barbara Hess,37,Other,Niger,Emmaville,P5521,Kitchen Blender,Appliances,407.91,2,792.57,23.25,Cash,Cancelled,2023-01-27 00:45:00,4.4,One attack federal difficult fight party effort.
TXN1522,2023-11-24 17:31:00,2202,Katelyn Walker,73,Other,Lesotho,Serranomouth,P5522,Kitchen Blender,Appliances,388.33,1,328.15,60.18,Bank Transfer,Pending,2023-11-26 17:31:00,2.3,Few include peace.
TXN1523,2023-07-24 11:53:00,4593,Monica Cantrell,55,Male,Albania,Erikachester,P5523,LED Desk Lamp,Home Decor,430.64,2,728.0899999999999,133.19,Cash,Pending,2023-07-26 11:53:00,1.5,The natural clearly open Republican join hit.
TXN1524,2023-06-26 01:07:00,3518,Shawn Graham,50,Other,Brazil,North Kimberly,P5524,Smartphone Case,Accessories,418.14,10,3905.29,276.11,Cash,Cancelled,2023-07-02 01:07:00,1.1,True citizen seek.
TXN1525,2023-04-08 07:37:00,8942,Michael Wilson,58,Other,Yemen,North Scott,P5525,Office Chair,Furniture,336.05,4,1267.61,76.59,Cash,Cancelled,2023-04-13 07:37:00,4.3,American test matter someone check join listen.
TXN1526,2023-09-27 01:02:00,7916,Collin Lewis,21,Other,Slovakia (Slovak Republic),Lake Mary,P5526,Yoga Mat,Fitness,212.74,4,730.32,120.64,Credit Card,Completed,2023-10-01 01:02:00,3.6,Total everything film performance.
TXN1527,2023-05-21 13:17:00,7550,Cynthia Sanchez,24,Other,Somalia,South Kylefort,P5527,Wireless Headphones,Electronics,43.34,3,122.99,7.03,Credit Card,Cancelled,2023-05-23 13:17:00,3.5,Western indeed scene although have.
TXN1528,2023-04-14 07:17:00,1129,Jennifer Johnson,65,Female,Turks and Caicos Islands,East Christopher,P5528,LED Desk Lamp,Home Decor,234.74,5,1149.76,23.94,PayPal,Completed,2023-04-18 07:17:00,1.3,Father born board away.
TXN1529,2023-12-27 07:17:00,2843,Holly Richmond,54,Male,Saint Martin,North Christopherton,P5529,Smartphone Case,Accessories,157.48,8,1067.36,192.48,Credit Card,Completed,2024-01-03 07:17:00,5.0,Quality lead almost last.
TXN1530,2023-08-31 00:54:00,5604,Bianca Horn,39,Male,Holy See (Vatican City State),New Shannonborough,P5530,Smartphone Case,Accessories,319.88,7,1920.59,318.57,Credit Card,Completed,2023-09-07 00:54:00,3.8,Cost animal national song.
TXN1531,2023-01-10 01:32:00,7141,Gary Stevens,59,Male,Serbia,Davidside,P5531,LED Desk Lamp,Home Decor,429.44,9,3767.94,97.02,Bank Transfer,Pending,2023-01-13 01:32:00,3.8,Sure name nothing officer long authority contain smile.
TXN1532,2023-04-09 08:23:00,7275,Rodney Walker,34,Male,Malta,North Anthonyside,P5532,Laptop Stand,Office Supplies,167.1,5,714.55,120.95,Credit Card,Cancelled,2023-04-14 08:23:00,3.0,You cause song moment.
TXN1533,2023-10-29 19:00:00,6255,Kristine Bernard,45,Female,Trinidad and Tobago,Elizabethstad,P5533,LED Desk Lamp,Home Decor,469.31,4,1632.29,244.95,Bank Transfer,Completed,2023-11-03 19:00:00,1.8,Tend culture market democratic.
TXN1534,2023-09-27 03:02:00,7471,Ashley Lopez,46,Female,Saint Barthelemy,East Antonioland,P5534,Electric Toothbrush,Personal Care,426.46,2,760.53,92.39,Bank Transfer,Cancelled,2023-10-02 03:02:00,1.6,Leg per ago hour.
TXN1535,2023-11-13 00:17:00,2583,Elizabeth Palmer,69,Male,Uzbekistan,Pattersonton,P5535,Electric Toothbrush,Personal Care,17.46,1,15.06,2.4,Bank Transfer,Cancelled,2023-11-16 00:17:00,1.7,Low daughter loss soldier much.
TXN1536,2023-10-05 06:19:00,2039,Christopher Armstrong,72,Male,Guernsey,West Kennethchester,P5536,Smartphone Case,Accessories,284.13,6,1558.89,145.89,Cash,Pending,2023-10-11 06:19:00,1.6,Sing whose purpose sort skin.
TXN1537,2023-10-09 23:02:00,8189,William Lawrence,22,Other,Latvia,Stephenstown,P5537,Smartphone Case,Accessories,489.6,8,3341.6000000000004,575.2,PayPal,Completed,2023-10-16 23:02:00,4.3,On should hope choice.
TXN1538,2023-12-28 04:08:00,7907,Teresa Collier,68,Other,Austria,Reyesmouth,P5538,Laptop Stand,Office Supplies,5.75,2,10.2,1.3,PayPal,Pending,2024-01-02 04:08:00,4.5,When improve what describe.
TXN1539,2023-03-22 14:24:00,3820,Maria Hale,43,Male,Moldova,East Holly,P5539,Kitchen Blender,Appliances,228.01,9,1932.53,119.56,Cash,Pending,2023-03-26 14:24:00,1.6,Ground staff group add action tell generation official.
TXN1540,2023-02-14 23:13:00,9717,Christine Smith,46,Female,Malaysia,Edwardston,P5540,Wireless Headphones,Electronics,216.66,5,964.56,118.74,Credit Card,Completed,2023-02-15 23:13:00,4.6,Everyone more agreement plan want major.
TXN1541,2023-10-16 08:10:00,1061,Benjamin Reese,45,Male,Grenada,North Lauraborough,P5541,Running Shoes,Clothing,83.56,5,364.98,52.82,Bank Transfer,Cancelled,2023-10-21 08:10:00,3.9,Military compare central admit game ago from role.
TXN1542,2023-02-17 09:49:00,3169,Amanda Nelson,43,Female,Belgium,Moralesshire,P5542,Bluetooth Speaker,Electronics,115.66,6,661.02,32.94,PayPal,Cancelled,2023-02-24 09:49:00,4.2,Law include player eight group.
TXN1543,2023-07-27 14:22:00,4194,Tina Snow,51,Male,Kyrgyz Republic,Jasonton,P5543,Bluetooth Speaker,Electronics,112.07,2,208.77,15.37,Cash,Pending,2023-08-02 14:22:00,3.5,Themselves trouble leave.
TXN1544,2023-02-10 16:29:00,5437,Marc Bush,69,Other,French Guiana,Sanfordmouth,P5544,LED Desk Lamp,Home Decor,25.58,1,21.83,3.75,Credit Card,Completed,2023-02-11 16:29:00,4.6,Speak music serve identify several early live.
TXN1545,2023-05-06 14:17:00,6395,Nicole Lee,47,Male,Macao,Careymouth,P5545,LED Desk Lamp,Home Decor,116.69,1,97.67,19.02,Bank Transfer,Cancelled,2023-05-12 14:17:00,1.1,Pay child nor ground myself.
TXN1546,2023-05-07 12:39:00,2727,Tyler Little,53,Other,Italy,Lake Mary,P5546,LED Desk Lamp,Home Decor,85.81,10,825.12,32.98,PayPal,Pending,2023-05-12 12:39:00,1.2,Someone shoulder want I party.
TXN1547,2023-09-27 22:12:00,8559,Taylor Holland,38,Female,Hungary,Gravesbury,P5547,Office Chair,Furniture,102.89,2,187.18,18.6,PayPal,Cancelled,2023-10-04 22:12:00,4.2,Help often establish allow family help.
TXN1548,2023-07-19 15:46:00,6476,Megan Crawford,57,Female,Lesotho,Lake Cody,P5548,Smartphone Case,Accessories,306.85,10,3057.39,11.11,PayPal,Pending,2023-07-26 15:46:00,1.3,Hundred government let live certainly picture.
TXN1549,2023-07-26 13:26:00,9379,Kathleen Joseph,40,Female,Trinidad and Tobago,Wilkersonfort,P5549,Bluetooth Speaker,Electronics,112.66,1,93.31,19.35,Bank Transfer,Pending,2023-08-01 13:26:00,3.9,Fact time author huge church good station.
TXN1550,2023-10-23 22:47:00,9757,Kevin Jackson,64,Male,Japan,Scottshire,P5550,Kitchen Blender,Appliances,223.85,5,1073.76,45.49,Bank Transfer,Pending,2023-10-25 22:47:00,2.5,Nor physical thousand station.
TXN1551,2023-04-25 19:07:00,9387,Samantha Harrison,56,Female,Togo,New Emilyville,P5551,LED Desk Lamp,Home Decor,383.24,9,3027.76,421.4,Bank Transfer,Completed,2023-04-28 19:07:00,4.8,Hold western minute consumer wide raise into.
TXN1552,2023-06-05 21:03:00,8963,Joshua Torres,34,Female,Bermuda,Duncantown,P5552,Laptop Stand,Office Supplies,458.04,8,3023.11,641.21,Bank Transfer,Cancelled,2023-06-11 21:03:00,1.7,High hotel consumer never.
TXN1553,2023-11-11 21:47:00,6790,Hannah Castillo,41,Female,Greece,Williamburgh,P5553,Wireless Headphones,Electronics,135.44,5,555.2800000000001,121.92,PayPal,Pending,2023-11-17 21:47:00,1.1,Perform son why economy.
TXN1554,2023-07-25 16:54:00,9021,Laura Richards,49,Female,Fiji,Hannahton,P5554,Wireless Headphones,Electronics,99.59,10,877.43,118.47,Bank Transfer,Cancelled,2023-07-26 16:54:00,2.7,Record quickly necessary former form community seven.
TXN1555,2023-06-06 15:18:00,5367,Emma Mitchell,52,Male,China,East Benjaminport,P5555,Yoga Mat,Fitness,232.09,7,1388.61,236.02,Cash,Cancelled,2023-06-12 15:18:00,5.0,Specific stock trade market.
TXN1556,2023-10-26 07:00:00,9079,Scott Lee,40,Female,Cameroon,Jamestown,P5556,Laptop Stand,Office Supplies,268.63,4,960.06,114.46,Credit Card,Completed,2023-10-27 07:00:00,2.3,Form analysis property.
TXN1557,2023-06-10 10:48:00,3199,Brooke Munoz,29,Female,Tajikistan,Benjaminview,P5557,Office Chair,Furniture,324.41,1,322.03000000000003,2.38,Credit Card,Completed,2023-06-13 10:48:00,1.3,Stage cultural prepare spring pretty.
TXN1558,2023-08-17 12:11:00,8669,Tiffany Harper,63,Female,Cameroon,Josephton,P5558,Wireless Headphones,Electronics,40.01,7,229.53,50.54,Credit Card,Completed,2023-08-20 12:11:00,1.1,Month institution wrong listen.
TXN1559,2023-03-18 08:41:00,6838,Kathryn Vaughn,73,Male,Liberia,Jonesland,P5559,Office Chair,Furniture,11.77,8,81.46,12.7,Cash,Completed,2023-03-20 08:41:00,2.1,Thousand father option behavior site campaign watch.
TXN1560,2023-08-18 17:38:00,3192,Anthony Schultz,26,Female,Marshall Islands,Nelsonchester,P5560,Smartphone Case,Accessories,130.11,1,116.07000000000002,14.04,PayPal,Pending,2023-08-24 17:38:00,3.6,Yard room name task while seven ahead talk.
TXN1561,2023-07-31 18:27:00,3672,Jennifer Mejia,40,Male,Oman,Baileyview,P5561,Bluetooth Speaker,Electronics,352.68,2,649.6800000000001,55.68,Bank Transfer,Completed,2023-08-01 18:27:00,4.6,Measure action outside understand growth base night.
TXN1562,2023-01-24 19:18:00,4514,Virginia Schmidt,21,Male,Cyprus,Lake Shannonstad,P5562,Smartphone Case,Accessories,152.25,3,378.2,78.55,Credit Card,Cancelled,2023-01-30 19:18:00,3.3,Tonight act TV clear everyone student.
TXN1563,2023-01-16 21:03:00,9502,Brenda Rios,41,Male,Tuvalu,New Amanda,P5563,LED Desk Lamp,Home Decor,387.08,4,1517.91,30.41,Cash,Completed,2023-01-19 21:03:00,1.8,Information bank ability free be happen policy.
TXN1564,2023-02-15 13:22:00,4147,Brandon Davis,19,Female,Mayotte,Port Catherine,P5564,Kitchen Blender,Appliances,88.83,4,346.64,8.68,Cash,Pending,2023-02-22 13:22:00,4.6,Pattern use go exist.
TXN1565,2023-09-03 02:47:00,6164,Stacy Sanchez,46,Female,Svalbard & Jan Mayen Islands,North Jessicaland,P5565,Laptop Stand,Office Supplies,328.3,2,608.8000000000001,47.8,Credit Card,Completed,2023-09-09 02:47:00,3.0,Certainly society strategy show southern face.
TXN1566,2023-09-08 14:16:00,1831,Sue Moreno,61,Female,Bermuda,Haneystad,P5566,Bluetooth Speaker,Electronics,494.8,10,4828.0,120.0,Bank Transfer,Pending,2023-09-10 14:16:00,1.4,Win camera full hard within team affect.
TXN1567,2023-01-26 14:19:00,5047,Dr. Tracy Green,36,Male,Burundi,Novakbury,P5567,Office Chair,Furniture,36.62,7,209.64,46.7,Cash,Pending,2023-02-02 14:19:00,1.2,Truth not size management mother.
TXN1568,2023-12-02 23:57:00,5512,Denise Ortega,33,Female,Lesotho,Singletonfurt,P5568,Laptop Stand,Office Supplies,449.21,8,3561.99,31.69,PayPal,Cancelled,2023-12-05 23:57:00,1.9,Usually price imagine single.
TXN1569,2023-06-09 09:22:00,7268,Arthur Jenkins,26,Male,Rwanda,Andrewtown,P5569,Smartphone Case,Accessories,71.34,2,130.26000000000002,12.42,Cash,Cancelled,2023-06-10 09:22:00,4.2,Partner foot within hand science color force such.
TXN1570,2023-04-07 04:39:00,4942,Angela Wallace,62,Male,Afghanistan,North Danielfort,P5570,Wireless Headphones,Electronics,129.23,6,692.46,82.92,Bank Transfer,Pending,2023-04-14 04:39:00,4.6,Central dark good develop little wind.
TXN1571,2023-01-29 15:09:00,1521,Eric Hood MD,62,Female,Saint Barthelemy,West Peter,P5571,Laptop Stand,Office Supplies,344.9,3,877.84,156.86,PayPal,Cancelled,2023-02-01 15:09:00,2.1,Improve organization ability week particular bank.
TXN1572,2023-08-09 16:03:00,5741,Kim Maldonado,71,Female,Saint Vincent and the Grenadines,Benjaminport,P5572,Yoga Mat,Fitness,313.37,8,2138.96,368.0,PayPal,Completed,2023-08-15 16:03:00,4.0,Two quickly question down hope.
TXN1573,2023-11-07 21:13:00,3747,Frank Frederick,57,Other,Peru,Carmenfurt,P5573,Yoga Mat,Fitness,311.03,7,1883.11,294.1,Cash,Pending,2023-11-08 21:13:00,2.1,Officer woman weight leg admit concern.
TXN1574,2023-05-10 01:34:00,6038,Jason Walker,30,Female,Namibia,Johnside,P5574,Office Chair,Furniture,391.25,8,3014.38,115.62,Cash,Completed,2023-05-15 01:34:00,4.3,Live clearly technology themselves behavior.
TXN1575,2023-03-12 12:54:00,7605,Jessica Oneal,33,Male,Latvia,South Andrea,P5575,Running Shoes,Clothing,291.91,1,265.54,26.37,Credit Card,Completed,2023-03-17 12:54:00,4.2,Simply know soldier present test structure.
TXN1576,2023-06-22 05:37:00,9529,John Jenkins,70,Male,Pitcairn Islands,Rodriguezberg,P5576,Yoga Mat,Fitness,471.37,7,3173.6400000000003,125.95,PayPal,Completed,2023-06-27 05:37:00,2.6,Use expert hair common.
TXN1577,2023-02-03 02:26:00,3573,Johnny Brennan,54,Other,Jamaica,Jasonberg,P5577,Bluetooth Speaker,Electronics,229.89,8,1541.39,297.73,Cash,Pending,2023-02-06 02:26:00,3.5,Whether beautiful high something third also season source.
TXN1578,2023-09-22 16:56:00,3929,Anne Becker,63,Male,Saint Helena,Douglasmouth,P5578,LED Desk Lamp,Home Decor,53.29,5,225.99,40.46,PayPal,Pending,2023-09-26 16:56:00,2.0,Sell public class say.
TXN1579,2023-01-26 09:28:00,3816,Patricia Perkins,35,Male,Macedonia,Michaelstad,P5579,Kitchen Blender,Appliances,424.66,2,714.94,134.38,Credit Card,Cancelled,2023-02-02 09:28:00,3.1,Point next recently affect blue.
TXN1580,2023-12-12 04:37:00,8644,Jeffery Arnold,67,Female,South Africa,Davisburgh,P5580,LED Desk Lamp,Home Decor,183.84,9,1525.65,128.91,Credit Card,Pending,2023-12-13 04:37:00,3.0,Case source first red approach upon.
TXN1581,2023-11-11 19:19:00,1304,Stephanie Wilson DDS,53,Other,Botswana,South Jacksonmouth,P5581,Laptop Stand,Office Supplies,460.8,9,4065.73,81.47,PayPal,Completed,2023-11-13 19:19:00,1.8,Build apply investment indeed require tonight turn.
TXN1582,2023-04-26 22:48:00,9479,Ralph Brown,75,Female,Madagascar,Duranshire,P5582,Running Shoes,Clothing,46.01,10,418.74,41.36,PayPal,Cancelled,2023-05-01 22:48:00,4.8,Per growth maybe tend.
TXN1583,2023-08-18 03:51:00,7787,Joshua Sparks,27,Male,Faroe Islands,West Terry,P5583,Office Chair,Furniture,12.65,6,69.7,6.2,PayPal,Cancelled,2023-08-23 03:51:00,1.9,Language above item spend help man hair.
TXN1584,2023-01-01 23:22:00,4573,Daniel Ball,23,Female,Mauritania,South Tanya,P5584,Office Chair,Furniture,300.13,2,480.24,120.02,Bank Transfer,Cancelled,2023-01-02 23:22:00,1.9,Stock the whole how hundred past sound.
TXN1585,2023-12-21 09:16:00,7144,Gary Shaw,41,Male,Saint Pierre and Miquelon,Williamsberg,P5585,Laptop Stand,Office Supplies,258.75,2,416.51,100.99,Cash,Completed,2023-12-22 09:16:00,4.4,Talk scene anything production.
TXN1586,2023-03-20 05:31:00,9171,Rebecca Oconnor,73,Other,Cocos (Keeling) Islands,New Rebekahchester,P5586,Electric Toothbrush,Personal Care,346.76,3,987.44,52.84,Bank Transfer,Pending,2023-03-27 05:31:00,4.8,Left less character water short.
TXN1587,2023-05-01 23:00:00,5978,Haley Zimmerman,32,Female,Macedonia,Phillipsland,P5587,Smartphone Case,Accessories,29.98,7,172.3,37.56,Credit Card,Completed,2023-05-07 23:00:00,2.4,Organization accept read different allow tend.
TXN1588,2023-06-23 01:43:00,9492,Suzanne Martinez,40,Female,Japan,New Darrylshire,P5588,Running Shoes,Clothing,220.03,6,1057.72,262.46,PayPal,Cancelled,2023-06-24 01:43:00,1.3,Until campaign factor throughout.
TXN1589,2023-05-22 06:33:00,3451,Amber Thompson,48,Female,Cambodia,Port Michael,P5589,Laptop Stand,Office Supplies,61.34,8,490.49,0.23,Bank Transfer,Pending,2023-05-23 06:33:00,4.6,Full professional life student computer particularly peace can.
TXN1590,2023-10-02 11:47:00,4833,Andrew Gonzalez,70,Other,Haiti,Ryanview,P5590,Electric Toothbrush,Personal Care,181.12,10,1547.2,264.0,Credit Card,Pending,2023-10-09 11:47:00,3.0,Foot the couple.
TXN1591,2023-07-27 12:30:00,8141,Robin Miller,46,Male,Bosnia and Herzegovina,Williamsport,P5591,Laptop Stand,Office Supplies,439.45,2,783.38,95.52,Bank Transfer,Cancelled,2023-08-03 12:30:00,3.1,Treatment everyone development say smile.
TXN1592,2023-03-29 00:47:00,8501,Kimberly Johnson MD,54,Male,Chile,Christopherbury,P5592,Running Shoes,Clothing,238.71,9,1739.79,408.6,Bank Transfer,Pending,2023-03-30 00:47:00,2.6,Relate know thought democratic over technology.
TXN1593,2023-09-07 06:58:00,1574,Christopher King,31,Female,Cocos (Keeling) Islands,Haroldside,P5593,Yoga Mat,Fitness,215.17,9,1871.13,65.4,Bank Transfer,Cancelled,2023-09-08 06:58:00,4.3,Same forward size rather dark.
TXN1594,2023-07-16 12:25:00,7739,Patrick Mendoza,60,Male,Solomon Islands,Port Mark,P5594,Electric Toothbrush,Personal Care,269.11,1,237.95,31.16,Bank Transfer,Cancelled,2023-07-20 12:25:00,2.7,Common standard cover camera short election know.
TXN1595,2023-11-05 19:44:00,6929,Molly Reeves,42,Other,Cayman Islands,Stephaniehaven,P5595,Electric Toothbrush,Personal Care,30.17,4,104.07,16.61,Credit Card,Completed,2023-11-10 19:44:00,3.6,Popular measure fire ever cup response.
TXN1596,2023-06-30 10:33:00,5871,Amy Hall,29,Other,Romania,Jasonport,P5596,LED Desk Lamp,Home Decor,263.52,2,496.99,30.05,Cash,Cancelled,2023-07-05 10:33:00,4.2,Same place news.
TXN1597,2023-07-30 11:48:00,4090,Billy Mercer,21,Male,Saudi Arabia,Perezfort,P5597,Office Chair,Furniture,452.32,7,2806.6,359.64,Bank Transfer,Pending,2023-08-01 11:48:00,4.2,Bring close capital least feel to stock check.
TXN1598,2023-12-27 00:16:00,8645,Ryan Smith,43,Male,Seychelles,Santiagomouth,P5598,Wireless Headphones,Electronics,372.16,6,2156.23,76.73,Cash,Cancelled,2023-12-30 00:16:00,3.3,Remain moment car song career system fact.
TXN1599,2023-12-08 01:52:00,4275,Michael Welch,34,Other,Nigeria,Lake Valerietown,P5599,LED Desk Lamp,Home Decor,343.66,2,595.37,91.95,Credit Card,Pending,2023-12-09 01:52:00,3.7,Always sign national rest husband training style down.
TXN1600,2023-10-06 03:45:00,1911,Mark Mueller,28,Other,Albania,New Janeland,P5600,Electric Toothbrush,Personal Care,67.21,4,238.99,29.85,PayPal,Cancelled,2023-10-07 03:45:00,4.2,Guess you suffer team tend upon argue.
TXN1601,2023-10-13 14:47:00,4999,Joshua Roth,45,Male,Thailand,Seanstad,P5601,Wireless Headphones,Electronics,184.57,10,1758.54,87.16,PayPal,Pending,2023-10-15 14:47:00,4.8,Case buy head statement community.
TXN1602,2023-04-15 08:31:00,9225,Carlos Gonzalez,27,Other,Guatemala,East Andremouth,P5602,Office Chair,Furniture,245.48,6,1229.0400000000002,243.84,Credit Card,Cancelled,2023-04-17 08:31:00,3.8,Political present economy bank exist.
TXN1603,2023-02-10 18:08:00,2075,Timothy Rivas,69,Female,Cocos (Keeling) Islands,West Nathanielberg,P5603,Laptop Stand,Office Supplies,168.17,8,1125.4399999999998,219.92,Credit Card,Cancelled,2023-02-12 18:08:00,4.2,Green create by threat change.
TXN1604,2023-12-06 19:33:00,6031,Jenny Taylor,20,Female,United States Minor Outlying Islands,Mendozabury,P5604,LED Desk Lamp,Home Decor,397.6,6,1961.92,423.68,Bank Transfer,Pending,2023-12-10 19:33:00,4.6,Town main boy partner area national when.
TXN1605,2023-05-17 00:44:00,2172,Jonathan Barr,68,Female,Taiwan,Baldwinbury,P5605,Bluetooth Speaker,Electronics,61.15,9,464.71,85.64,Cash,Cancelled,2023-05-23 00:44:00,3.2,Interview to eye to money edge.
